,1-Gram,Frequency,2-Gram,Frequency,3-Gram,Frequency
8150,"('waterfalls',)",6.0,"('waiter', 'forgot')",14,,
8151,"('discernible',)",6.0,"('see', 'manager')",14,,
8152,"('letter',)",6.0,"('like', 'half')",14,,
8153,"('5000',)",6.0,"('drink', 'refill')",14,,
8154,"('backing',)",6.0,"('place', 'rated')",14,,
8155,"('crummy',)",6.0,"('nigiri', 'salmon')",14,,
8156,"('whiff',)",6.0,"('work', 'service')",14,,
8157,"('enforced',)",6.0,"('ordered', 'coconut')",14,,
8158,"('naming',)",6.0,"('first', 'review')",14,,
8159,"('sushifood',)",6.0,"('water', 'waitress')",14,,
8160,"('forest',)",6.0,"('table', 'bar')",14,,
8161,"('salmonavocado',)",6.0,"('better', 'hibachi')",14,,
8162,"('sweater',)",6.0,"('place', 'reno')",14,,
8163,"('nails',)",6.0,"('1', 'table')",14,,
8164,"('crush',)",6.0,"('sushi', 'sampler')",14,,
8165,"('funeral',)",6.0,"('choose', 'go')",14,,
8166,"('tracks',)",6.0,"('7', 'pieces')",14,,
8167,"('packs',)",6.0,"('answer', 'phone')",14,,
8168,"('hike',)",6.0,"('pieces', 'just')",14,,
8169,"('kidney',)",6.0,"('party', '7')",14,,
8170,"('symptoms',)",6.0,"('super', 'expensive')",14,,
8171,"('grape',)",6.0,"('seated', 'hostess')",14,,
8172,"('revisited',)",6.0,"('chicken', 'overcooked')",14,,
8173,"('poison',)",6.0,"('day', 'dinner')",14,,
8174,"('chowing',)",6.0,"('make', 'look')",14,,
8175,"('cokes',)",6.0,"('times', 'lunch')",14,,
8176,"('refuses',)",6.0,"('six', 'pieces')",14,,
8177,"('shitake',)",6.0,"('minutes', 'drink')",14,,
8178,"('starsfood',)",6.0,"('dry', 'flavor')",14,,
8179,"('users',)",6.0,"('roll', '8')",14,,
8180,"('drugs',)",6.0,"('roll', 'crunch')",14,,
8181,"('herei',)",6.0,"('totally', 'worth')",14,,
8182,"('koreana',)",6.0,"('hot', 'fresh')",14,,
8183,"('coolers',)",6.0,"('roll', 'mostly')",14,,
8184,"('leisure',)",6.0,"('learned', 'lesson')",14,,
8185,"('writes',)",6.0,"('just', 'thrown')",14,,
8186,"('poker',)",6.0,"('seated', 'another')",14,,
8187,"('harbour',)",6.0,"('sushi', 'choices')",14,,
8188,"('225',)",6.0,"('ever', 'restaurant')",14,,
8189,"('tremendous',)",6.0,"('want', 'work')",14,,
8190,"('attendance',)",6.0,"('staff', 'sushi')",14,,
8191,"('losses',)",6.0,"('wait', 'got')",14,,
8192,"('cascade',)",6.0,"('chicken', 'rubbery')",14,,
8193,"('beneath',)",6.0,"('place', 'called')",14,,
8194,"('guava',)",6.0,"('can', 'put')",14,,
8195,"('accessibility',)",6.0,"('wanted', 'good')",14,,
8196,"('rollsbut',)",6.0,"('minutes', 'sitting')",14,,
8197,"('camp',)",6.0,"('reasonable', 'amount')",14,,
8198,"('crowding',)",6.0,"('plum', 'wine')",14,,
8199,"('20th',)",6.0,"('arrived', 'early')",14,,
8200,"('goopy',)",6.0,"('awesome', 'food')",14,,
8201,"('stewed',)",6.0,"('party', '12')",14,,
8202,"('groceries',)",6.0,"('dinner', 'portion')",14,,
8203,"('slime',)",6.0,"('ok', 'price')",14,,
8204,"('qualityi',)",6.0,"('limited', 'options')",14,,
8205,"('skimping',)",6.0,"('black', 'cod')",14,,
8206,"('cha',)",6.0,"('wouldnt', 'know')",14,,
8207,"('overwhelm',)",6.0,"('ended', 'taking')",14,,
8208,"('weakest',)",6.0,"('avid', 'sushi')",14,,
8209,"('fastest',)",6.0,"('roll', '5')",14,,
8210,"('39',)",6.0,"('attentive', 'sushi')",14,,
8211,"('upcoming',)",6.0,"('though', 'still')",14,,
8212,"('frantically',)",6.0,"('fish', 'doesnt')",14,,
8213,"('housed',)",6.0,"('like', 'wanted')",14,,
8214,"('headhouse',)",6.0,"('ask', 'something')",14,,
8215,"('robert',)",6.0,"('refills', 'water')",14,,
8216,"('mobile',)",6.0,"('seats', 'bar')",14,,
8217,"('frown',)",6.0,"('unfortunately', 'just')",14,,
8218,"('foodthis',)",6.0,"('decent', 'restaurant')",14,,
8219,"('obscene',)",6.0,"('id', 'probably')",14,,
8220,"('hourthe',)",6.0,"('sushi', 'delivered')",14,,
8221,"('mf',)",6.0,"('way', 'place')",14,,
8222,"('anxiously',)",6.0,"('time', 'lunch')",14,,
8223,"('folding',)",6.0,"('just', 'dinner')",14,,
8224,"('pity',)",6.0,"('sushi', 'friends')",14,,
8225,"('global',)",6.0,"('back', 'disappointed')",14,,
8226,"('samples',)",6.0,"('prefer', 'sushi')",14,,
8227,"('favourite',)",6.0,"('looked', 'said')",14,,
8228,"('sweatpants',)",6.0,"('karaoke', 'room')",14,,
8229,"('2495',)",6.0,"('cut', 'back')",14,,
8230,"('faithful',)",6.0,"('price', 'however')",14,,
8231,"('trusting',)",6.0,"('one', 'menu')",14,,
8232,"('toyo',)",6.0,"('better', 'ramen')",14,,
8233,"('unaccommodating',)",6.0,"('star', 'restaurant')",14,,
8234,"('sitter',)",6.0,"('sushi', '10')",14,,
8235,"('faded',)",6.0,"('sushi', 'eating')",14,,
8236,"('dose',)",6.0,"('best', 'tasting')",14,,
8237,"('thousands',)",6.0,"('ordered', 'orange')",14,,
8238,"('wicked',)",6.0,"('making', 'sure')",14,,
8239,"('premier',)",6.0,"('additional', 'charge')",14,,
8240,"('fifty',)",6.0,"('get', 'anywhere')",14,,
8241,"('dallas',)",6.0,"('great', 'fish')",14,,
8242,"('37',)",6.0,"('sat', 'booth')",14,,
8243,"('tent',)",6.0,"('boston', 'roll')",14,,
8244,"('precovid',)",6.0,"('stared', 'us')",14,,
8245,"('notices',)",6.0,"('bill', 'even')",14,,
8246,"('digestive',)",6.0,"('taste', 'pretty')",14,,
8247,"('promises',)",6.0,"('bland', 'bland')",14,,
8248,"('crme',)",6.0,"('menu', 'service')",14,,
8249,"('rick',)",6.0,"('ive', 'found')",14,,
8250,"('dishthe',)",6.0,"('friendly', 'fast')",14,,
8251,"('sandpearl',)",6.0,"('portion', 'food')",14,,
8252,"('dumbfounded',)",6.0,"('one', 'wait')",14,,
8253,"('japchae',)",6.0,"('sushi', 'friend')",14,,
8254,"('oblivious',)",6.0,"('super', 'super')",14,,
8255,"('determining',)",6.0,"('back', 'wasnt')",14,,
8256,"('icy',)",6.0,"('side', 'order')",14,,
8257,"('goodmy',)",6.0,"('salad', 'also')",14,,
8258,"('jackson',)",6.0,"('time', 'visiting')",14,,
8259,"('canal',)",6.0,"('though', 'waitress')",14,,
8260,"('exasperated',)",6.0,"('bring', 'another')",14,,
8261,"('sept',)",6.0,"('anyone', 'even')",14,,
8262,"('relate',)",6.0,"('sauce', 'table')",14,,
8263,"('bonito',)",6.0,"('mentioned', 'server')",14,,
8264,"('coarse',)",6.0,"('location', 'service')",14,,
8265,"('collectively',)",6.0,"('food', 'id')",14,,
8266,"('hiro',)",6.0,"('id', 'love')",14,,
8267,"('margin',)",6.0,"('can', 'use')",14,,
8268,"('encrusted',)",6.0,"('try', 'anything')",14,,
8269,"('sg',)",6.0,"('menu', 'much')",14,,
8270,"('walnuts',)",6.0,"('forgot', 'give')",14,,
8271,"('illinois',)",6.0,"('sushi', 'sake')",14,,
8272,"('mayonnaisey',)",6.0,"('isnt', 'going')",14,,
8273,"('ne',)",6.0,"('edamame', 'good')",14,,
8274,"('stray',)",6.0,"('shoyu', 'ramen')",14,,
8275,"('pit',)",6.0,"('soup', 'extremely')",14,,
8276,"('crumbling',)",6.0,"('dessert', 'menu')",14,,
8277,"('triangles',)",6.0,"('waitress', 'looked')",14,,
8278,"('30th',)",6.0,"('simply', 'good')",14,,
8279,"('skillet',)",6.0,"('ordered', 'hand')",14,,
8280,"('belief',)",6.0,"('flavor', 'rolls')",14,,
8281,"('homethe',)",6.0,"('even', 'tasted')",14,,
8282,"('trainee',)",6.0,"('waitress', 'went')",14,,
8283,"('chandeliers',)",6.0,"('ive', 'just')",14,,
8284,"('dangling',)",6.0,"('much', 'didnt')",14,,
8285,"('recover',)",6.0,"('free', 'food')",14,,
8286,"('tide',)",6.0,"('number', 'people')",14,,
8287,"('1145',)",6.0,"('two', 'glasses')",14,,
8288,"('mindblowing',)",6.0,"('want', 'people')",14,,
8289,"('warmish',)",6.0,"('cold', 'sushi')",14,,
8290,"('crumbled',)",6.0,"('theres', 'lot')",14,,
8291,"('gothe',)",6.0,"('tuna', 'looked')",14,,
8292,"('dumbed',)",6.0,"('options', 'city')",14,,
8293,"('disguise',)",6.0,"('less', 'desirable')",14,,
8294,"('versed',)",6.0,"('order', 'salmon')",14,,
8295,"('device',)",6.0,"('sushi', 'sure')",14,,
8296,"('misfortune',)",6.0,"('nice', 'also')",14,,
8297,"('puking',)",6.0,"('weird', 'texture')",14,,
8298,"('hosted',)",6.0,"('twice', 'much')",14,,
8299,"('donuts',)",6.0,"('regular', 'tuna')",14,,
8300,"('minado',)",6.0,"('said', 'asked')",14,,
8301,"('bike',)",6.0,"('great', 'lunch')",14,,
8302,"('begun',)",6.0,"('due', 'lack')",14,,
8303,"('blt',)",6.0,"('probably', 'try')",14,,
8304,"('scored',)",6.0,"('hostess', 'asked')",14,,
8305,"('unsweetened',)",6.0,"('style', 'restaurant')",14,,
8306,"('excel',)",6.0,"('ask', 'hostess')",14,,
8307,"('starred',)",6.0,"('good', 'husband')",14,,
8308,"('airports',)",6.0,"('sit', 'restaurant')",14,,
8309,"('easter',)",6.0,"('soup', 'hot')",14,,
8310,"('jesus',)",6.0,"('food', 'selection')",14,,
8311,"('military',)",6.0,"('normally', 'dont')",14,,
8312,"('brisk',)",6.0,"('smaller', 'portions')",14,,
8313,"('scolding',)",6.0,"('rolls', 'never')",14,,
8314,"('eliminated',)",6.0,"('waited', '25')",14,,
8315,"('browse',)",6.0,"('nice', 'accommodating')",14,,
8316,"('busted',)",6.0,"('always', 'bad')",14,,
8317,"('910',)",6.0,"('goto', 'place')",14,,
8318,"('broiled',)",6.0,"('come', 'now')",14,,
8319,"('volumes',)",6.0,"('business', 'trip')",14,,
8320,"('bibimbob',)",6.0,"('overall', 'decent')",14,,
8321,"('powerful',)",6.0,"('poke', 'places')",14,,
8322,"('suchi',)",6.0,"('dry', 'also')",14,,
8323,"('german',)",6.0,"('gyoza', 'good')",14,,
8324,"('storefront',)",6.0,"('dinner', 'experience')",14,,
8325,"('sansom',)",6.0,"('forgot', 'add')",14,,
8326,"('neutral',)",6.0,"('crawfish', 'roll')",14,,
8327,"('chug',)",6.0,"('us', 'needed')",14,,
8328,"('sniff',)",6.0,"('us', '30')",14,,
8329,"('tennis',)",6.0,"('town', 'just')",14,,
8330,"('cheerful',)",6.0,"('oh', 'god')",14,,
8331,"('nightthe',)",6.0,"('much', 'say')",14,,
8332,"('titos',)",6.0,"('price', 'expected')",14,,
8333,"('gee',)",6.0,"('tea', 'bag')",14,,
8334,"('towns',)",6.0,"('just', 'hope')",14,,
8335,"('tripe',)",6.0,"('na', 'go')",14,,
8336,"('moshi',)",6.0,"('ordered', 'tasted')",14,,
8337,"('scrawny',)",6.0,"('ordering', 'takeout')",14,,
8338,"('karma',)",6.0,"('sad', 'place')",14,,
8339,"('arugula',)",6.0,"('loves', 'sushi')",14,,
8340,"('mgr',)",6.0,"('also', 'ask')",14,,
8341,"('african',)",6.0,"('well', 'really')",14,,
8342,"('compensated',)",6.0,"('large', 'selection')",14,,
8343,"('prawn',)",6.0,"('asked', 'get')",14,,
8344,"('2500',)",6.0,"('better', 'last')",14,,
8345,"('upthe',)",6.0,"('menu', 'still')",14,,
8346,"('commonly',)",6.0,"('rest', 'menu')",14,,
8347,"('icky',)",6.0,"('menu', 'seems')",14,,
8348,"('worms',)",6.0,"('price', 'will')",14,,
8349,"('keystone',)",6.0,"('price', 'dont')",14,,
8350,"('kaisen',)",6.0,"('well', 'priced')",14,,
8351,"('participate',)",6.0,"('ridiculously', 'small')",14,,
8352,"('splashed',)",6.0,"('busy', 'wait')",14,,
8353,"('asahi',)",6.0,"('went', 'front')",14,,
8354,"('parched',)",6.0,"('eating', 'half')",14,,
8355,"('visitthe',)",6.0,"('sure', 'even')",14,,
8356,"('stench',)",6.0,"('sushi', 'counter')",14,,
8357,"('izu',)",6.0,"('location', 'good')",14,,
8358,"('lansdale',)",6.0,"('like', 'bothering')",14,,
8359,"('busiest',)",6.0,"('make', 'effort')",14,,
8360,"('debris',)",6.0,"('like', 'instant')",14,,
8361,"('museum',)",6.0,"('two', 'separate')",14,,
8362,"('temporary',)",6.0,"('walked', 'asked')",14,,
8363,"('maintaining',)",6.0,"('asked', 'didnt')",14,,
8364,"('bibimap',)",6.0,"('just', 'horrible')",14,,
8365,"('shio',)",6.0,"('waitress', 'know')",14,,
8366,"('locale',)",6.0,"('fusion', 'food')",14,,
8367,"('downi',)",6.0,"('restaurant', 'quality')",14,,
8368,"('restaurantbar',)",6.0,"('asked', 'can')",14,,
8369,"('privilege',)",6.0,"('nothing', 'tasted')",14,,
8370,"('blatant',)",6.0,"('fried', 'sushi')",14,,
8371,"('pei',)",6.0,"('well', 'give')",14,,
8372,"('emphasize',)",6.0,"('came', 'charged')",14,,
8373,"('reappeared',)",6.0,"('please', 'get')",14,,
8374,"('persuade',)",6.0,"('check', 'brought')",14,,
8375,"('dividers',)",6.0,"('drinks', 'dont')",14,,
8376,"('backwards',)",6.0,"('will', 'enjoy')",14,,
8377,"('fritter',)",6.0,"('main', 'line')",14,,
8378,"('revamped',)",6.0,"('food', 'sat')",14,,
8379,"('noir',)",6.0,"('barely', 'eat')",14,,
8380,"('flabbergasted',)",6.0,"('disappointing', 'since')",14,,
8381,"('rusans',)",6.0,"('nothing', 'done')",14,,
8382,"('orderd',)",6.0,"('star', 'ratings')",14,,
8383,"('mud',)",6.0,"('know', 'restaurant')",14,,
8384,"('wealthy',)",6.0,"('wasnt', 'quite')",14,,
8385,"('switching',)",6.0,"('bowl', 'sushi')",14,,
8386,"('supermarkets',)",6.0,"('kids', 'food')",14,,
8387,"('1150',)",6.0,"('just', 'decided')",14,,
8388,"('darts',)",6.0,"('think', 'maybe')",14,,
8389,"('evil',)",6.0,"('rice', 'egg')",14,,
8390,"('grounds',)",6.0,"('waited', 'food')",14,,
8391,"('fujis',)",6.0,"('menu', 'first')",14,,
8392,"('inability',)",6.0,"('rush', 'us')",14,,
8393,"('stolen',)",6.0,"('get', 'meal')",14,,
8394,"('sampan',)",6.0,"('waiter', 'even')",14,,
8395,"('25th',)",6.0,"('try', 'lunch')",14,,
8396,"('quarantine',)",6.0,"('little', 'sweet')",14,,
8397,"('unnecessarily',)",6.0,"('even', 'see')",14,,
8398,"('pennies',)",6.0,"('first', 'restaurant')",14,,
8399,"('denying',)",6.0,"('order', 'dont')",14,,
8400,"('19th',)",6.0,"('never', 'told')",14,,
8401,"('crowed',)",6.0,"('full', 'order')",14,,
8402,"('chineseamerican',)",6.0,"('since', 'dont')",14,,
8403,"('metro',)",6.0,"('greeted', 'seated')",14,,
8404,"('checkout',)",6.0,"('food', 'salty')",14,,
8405,"('keg',)",6.0,"('okay', 'also')",14,,
8406,"('fragrant',)",6.0,"('experience', 'however')",14,,
8407,"('drier',)",6.0,"('halfway', 'meal')",14,,
8408,"('referenced',)",6.0,"('just', 'never')",14,,
8409,"('willingly',)",6.0,"('restaurant', 'close')",14,,
8410,"('hustling',)",6.0,"('super', 'busy')",14,,
8411,"('inspiring',)",6.0,"('theres', 'plenty')",14,,
8412,"('belowaverage',)",6.0,"('20', 'times')",14,,
8413,"('hum',)",6.0,"('got', 'crab')",14,,
8414,"('plague',)",6.0,"('options', 'around')",14,,
8415,"('earning',)",6.0,"('bill', 'paid')",14,,
8416,"('5050',)",6.0,"('except', 'sushi')",14,,
8417,"('science',)",6.0,"('10', 'pieces')",14,,
8418,"('facilities',)",6.0,"('roll', 'salad')",14,,
8419,"('mindful',)",6.0,"('service', 'servers')",14,,
8420,"('ticked',)",6.0,"('overall', 'wasnt')",14,,
8421,"('richness',)",6.0,"('iron', 'chef')",14,,
8422,"('lifted',)",6.0,"('rolls', 'usually')",14,,
8423,"('splurging',)",6.0,"('feel', 'really')",14,,
8424,"('heaping',)",6.0,"('sauce', 'put')",14,,
8425,"('mojitos',)",6.0,"('prices', 'decent')",14,,
8426,"('sustainable',)",6.0,"('well', 'thats')",14,,
8427,"('barking',)",6.0,"('review', 'first')",14,,
8428,"('michigan',)",6.0,"('came', 'sauce')",14,,
8429,"('spelling',)",6.0,"('taste', 'rice')",14,,
8430,"('rep',)",6.0,"('definitely', 'one')",14,,
8431,"('51',)",6.0,"('kids', 'meals')",14,,
8432,"('succulent',)",6.0,"('flavor', 'even')",14,,
8433,"('1399',)",6.0,"('found', 'restaurant')",14,,
8434,"('breasts',)",6.0,"('table', '5')",14,,
8435,"('crashed',)",6.0,"('make', 'sick')",14,,
8436,"('fishi',)",6.0,"('dry', 'flavorless')",14,,
8437,"('dividing',)",6.0,"('fresh', 'raw')",14,,
8438,"('unused',)",6.0,"('ok', 'first')",14,,
8439,"('cutter',)",6.0,"('difficult', 'time')",14,,
8440,"('capture',)",6.0,"('little', 'expensive')",14,,
8441,"('zombies',)",6.0,"('back', 'say')",14,,
8442,"('dab',)",6.0,"('came', 'order')",14,,
8443,"('saffron',)",6.0,"('took', 'way')",14,,
8444,"('rudethe',)",6.0,"('back', 'wont')",14,,
8445,"('repair',)",6.0,"('also', 'bland')",14,,
8446,"('folder',)",6.0,"('little', 'longer')",14,,
8447,"('toooo',)",6.0,"('ive', '3')",14,,
8448,"('gen',)",6.0,"('eat', 'asked')",14,,
8449,"('shushi',)",6.0,"('like', 'crap')",14,,
8450,"('lunchi',)",6.0,"('japanese', 'places')",14,,
8451,"('quits',)",6.0,"('plain', 'white')",14,,
8452,"('spongy',)",6.0,"('past', '2')",14,,
8453,"('standpoint',)",6.0,"('asked', 'someone')",14,,
8454,"('prevents',)",6.0,"('rolls', 'loose')",14,,
8455,"('punished',)",6.0,"('two', 'parties')",14,,
8456,"('convey',)",6.0,"('worst', 'ramen')",14,,
8457,"('decreasing',)",6.0,"('area', 'service')",14,,
8458,"('halfeaten',)",6.0,"('two', 'couples')",14,,
8459,"('espresso',)",6.0,"('12', 'stars')",14,,
8460,"('shrug',)",6.0,"('tried', 'hard')",14,,
8461,"('frills',)",6.0,"('mahi', 'mahi')",14,,
8462,"('sachiko',)",6.0,"('minutes', 'check')",14,,
8463,"('thoughwe',)",6.0,"('eat', 'two')",14,,
8464,"('universal',)",6.0,"('theres', 'one')",14,,
8465,"('sporadically',)",6.0,"('give', '25')",14,,
8466,"('beet',)",6.0,"('order', 'called')",14,,
8467,"('perception',)",6.0,"('order', 'sat')",14,,
8468,"('regrettable',)",6.0,"('chow', 'fun')",14,,
8469,"('nonstop',)",6.0,"('atmosphere', 'just')",14,,
8470,"('overlooks',)",6.0,"('lot', 'places')",14,,
8471,"('pos',)",6.0,"('way', 'big')",14,,
8472,"('weighed',)",6.0,"('mexican', 'restaurant')",14,,
8473,"('subzero',)",6.0,"('get', 'real')",14,,
8474,"('fished',)",6.0,"('great', 'unfortunately')",14,,
8475,"('uncaring',)",6.0,"('returning', 'restaurant')",14,,
8476,"('fishing',)",6.0,"('overpriced', 'mediocre')",14,,
8477,"('snappy',)",6.0,"('good', 'still')",14,,
8478,"('tremendously',)",6.0,"('still', 'waited')",14,,
8479,"('sleepy',)",6.0,"('main', 'dining')",14,,
8480,"('digest',)",6.0,"('like', 'think')",14,,
8481,"('inlaws',)",6.0,"('right', 'wrong')",14,,
8482,"('aluminum',)",6.0,"('great', 'friendly')",14,,
8483,"('dads',)",6.0,"('quick', 'food')",14,,
8484,"('involving',)",6.0,"('area', 'decided')",14,,
8485,"('sought',)",6.0,"('day', 'lunch')",14,,
8486,"('ss',)",6.0,"('youre', 'mood')",14,,
8487,"('relocated',)",6.0,"('return', 'restaurant')",14,,
8488,"('overbattered',)",6.0,"('standard', 'rolls')",14,,
8489,"('empathetic',)",6.0,"('lunch', 'yesterday')",14,,
8490,"('j',)",6.0,"('pay', 'little')",14,,
8491,"('cd',)",6.0,"('said', 'know')",14,,
8492,"('rights',)",6.0,"('food', 'half')",14,,
8493,"('98',)",6.0,"('table', 'right')",14,,
8494,"('multi',)",6.0,"('one', 'go')",14,,
8495,"('pennsylvania',)",6.0,"('cant', 'give')",14,,
8496,"('bumping',)",6.0,"('said', 'manager')",14,,
8497,"('drythe',)",6.0,"('theyve', 'got')",14,,
8498,"('bombing',)",6.0,"('small', 'service')",14,,
8499,"('lee',)",6.0,"('times', 'every')",14,,
8500,"('ventura',)",6.0,"('definitely', 'made')",14,,
8501,"('parsley',)",6.0,"('one', 'shot')",14,,
8502,"('overtly',)",6.0,"('sad', 'looking')",14,,
8503,"('accomplished',)",6.0,"('love', 'going')",14,,
8504,"('stari',)",6.0,"('one', 'customer')",14,,
8505,"('stretched',)",6.0,"('customers', 'dont')",14,,
8506,"('itso',)",6.0,"('get', 'great')",14,,
8507,,,"('today', 'first')",14,,
8508,,,"('understand', 'people')",14,,
8509,,,"('ready', 'time')",14,,
8510,,,"('steak', 'tough')",14,,
8511,,,"('run', 'restaurant')",14,,
8512,,,"('past', 'week')",14,,
8513,,,"('try', 'give')",14,,
8514,,,"('table', 'back')",14,,
8515,,,"('way', 'overcooked')",14,,
8516,,,"('also', 'bad')",14,,
8517,,,"('price', 'range')",14,,
8518,,,"('four', 'five')",14,,
8519,,,"('offer', 'sushi')",14,,
8520,,,"('us', 'put')",14,,
8521,,,"('back', 'gave')",14,,
8522,,,"('thai', 'menu')",14,,
8523,,,"('sushi', 'lot')",14,,
8524,,,"('recent', 'experience')",14,,
8525,,,"('expect', 'pay')",14,,
8526,,,"('roll', 'disappointing')",14,,
8527,,,"('great', 'drinks')",14,,
8528,,,"('almost', '30')",14,,
8529,,,"('sushi', 'takeout')",14,,
8530,,,"('spent', '100')",14,,
8531,,,"('try', 'specialty')",14,,
8532,,,"('rolls', 'wasnt')",14,,
8533,,,"('soup', 'one')",14,,
8534,,,"('later', 'ordered')",14,,
8535,,,"('mean', 'like')",14,,
8536,,,"('prices', 'just')",14,,
8537,,,"('sushi', 'find')",14,,
8538,,,"('said', 'anything')",14,,
8539,,,"('mixed', 'greens')",14,,
8540,,,"('im', 'writing')",14,,
8541,,,"('us', 'much')",14,,
8542,,,"('got', 'ramen')",14,,
8543,,,"('made', 'effort')",14,,
8544,,,"('sushi', 'felt')",14,,
8545,,,"('place', 'usually')",14,,
8546,,,"('old', 'rice')",14,,
8547,,,"('didnt', 'match')",14,,
8548,,,"('hate', 'writing')",14,,
8549,,,"('just', 'picked')",14,,
8550,,,"('bad', 'meal')",14,,
8551,,,"('sushi', 'supposed')",14,,
8552,,,"('instant', 'ramen')",14,,
8553,,,"('salad', 'delicious')",14,,
8554,,,"('sushi', 'bowl')",14,,
8555,,,"('craving', 'good')",14,,
8556,,,"('party', 'five')",14,,
8557,,,"('ordered', 'spring')",14,,
8558,,,"('dont', 'anything')",14,,
8559,,,"('owner', 'came')",14,,
8560,,,"('empty', 'sushi')",14,,
8561,,,"('place', 'trying')",14,,
8562,,,"('can', 'try')",14,,
8563,,,"('rushed', 'us')",14,,
8564,,,"('good', 'never')",14,,
8565,,,"('better', 'much')",14,,
8566,,,"('just', 'started')",14,,
8567,,,"('poorly', 'executed')",14,,
8568,,,"('big', 'bowl')",14,,
8569,,,"('anything', 'even')",14,,
8570,,,"('order', 'well')",14,,
8571,,,"('quite', 'bland')",14,,
8572,,,"('say', 'didnt')",14,,
8573,,,"('server', 'know')",14,,
8574,,,"('crab', 'dip')",14,,
8575,,,"('anything', 'food')",14,,
8576,,,"('better', 'days')",14,,
8577,,,"('upon', 'walking')",14,,
8578,,,"('two', 'half')",14,,
8579,,,"('pieces', 'per')",14,,
8580,,,"('ok', 'experience')",14,,
8581,,,"('since', 'service')",14,,
8582,,,"('wanted', 'come')",14,,
8583,,,"('us', 'make')",14,,
8584,,,"('roll', 'now')",14,,
8585,,,"('good', 'ratings')",14,,
8586,,,"('table', 'made')",14,,
8587,,,"('3', 'orders')",14,,
8588,,,"('normally', 'love')",14,,
8589,,,"('since', 'live')",14,,
8590,,,"('anything', 'good')",14,,
8591,,,"('get', 'waitress')",14,,
8592,,,"('great', 'value')",14,,
8593,,,"('lounge', 'area')",14,,
8594,,,"('much', 'everything')",14,,
8595,,,"('thin', 'slice')",14,,
8596,,,"('thats', 'ordered')",14,,
8597,,,"('clean', 'food')",14,,
8598,,,"('empty', 'service')",14,,
8599,,,"('better', 'can')",14,,
8600,,,"('sushi', 'dry')",14,,
8601,,,"('server', 'will')",14,,
8602,,,"('square', 'square')",14,,
8603,,,"('return', 'unless')",14,,
8604,,,"('ask', 'want')",14,,
8605,,,"('place', 'shot')",14,,
8606,,,"('back', '2')",14,,
8607,,,"('came', 'different')",14,,
8608,,,"('quality', 'experience')",14,,
8609,,,"('service', 'waited')",14,,
8610,,,"('weekend', 'night')",14,,
8611,,,"('took', 'really')",14,,
8612,,,"('always', 'feel')",14,,
8613,,,"('terrible', 'waiter')",14,,
8614,,,"('times', 'got')",14,,
8615,,,"('maybe', 'dont')",14,,
8616,,,"('manager', 'apologized')",14,,
8617,,,"('save', 'time')",14,,
8618,,,"('food', 'kind')",14,,
8619,,,"('nothing', 'ordinary')",14,,
8620,,,"('want', 'us')",14,,
8621,,,"('right', 'road')",14,,
8622,,,"('whats', 'point')",14,,
8623,,,"('8', 'years')",14,,
8624,,,"('still', 'pay')",14,,
8625,,,"('12', 'people')",14,,
8626,,,"('get', 'second')",14,,
8627,,,"('food', 'flavor')",14,,
8628,,,"('second', 'drink')",14,,
8629,,,"('table', 'take')",14,,
8630,,,"('started', 'miso')",14,,
8631,,,"('place', 'disappointed')",14,,
8632,,,"('night', 'told')",14,,
8633,,,"('times', 'get')",14,,
8634,,,"('everyone', 'elses')",14,,
8635,,,"('said', 'never')",14,,
8636,,,"('well', 'can')",14,,
8637,,,"('drinks', 'asked')",14,,
8638,,,"('around', 'time')",14,,
8639,,,"('sushi', 'id')",14,,
8640,,,"('way', 'just')",14,,
8641,,,"('based', 'upon')",14,,
8642,,,"('made', 'think')",14,,
8643,,,"('experience', 'wont')",14,,
8644,,,"('ended', 'going')",14,,
8645,,,"('sushi', 'gone')",14,,
8646,,,"('problem', 'sushi')",14,,
8647,,,"('sushi', 'wait')",14,,
8648,,,"('time', 'like')",14,,
8649,,,"('like', '4')",14,,
8650,,,"('ordered', 'chefs')",14,,
8651,,,"('experience', 'definitely')",14,,
8652,,,"('good', 'looking')",14,,
8653,,,"('going', 'try')",14,,
8654,,,"('didnt', 'let')",14,,
8655,,,"('place', 'kind')",14,,
8656,,,"('extremely', 'fishy')",14,,
8657,,,"('years', 'back')",14,,
8658,,,"('place', 'closed')",14,,
8659,,,"('rather', 'drive')",14,,
8660,,,"('however', 'really')",14,,
8661,,,"('might', 'good')",14,,
8662,,,"('something', 'really')",14,,
8663,,,"('really', 'put')",14,,
8664,,,"('ago', 'ordered')",14,,
8665,,,"('table', 'wait')",14,,
8666,,,"('flavor', 'ordered')",14,,
8667,,,"('debit', 'card')",14,,
8668,,,"('enough', 'go')",14,,
8669,,,"('might', 'like')",14,,
8670,,,"('better', 'will')",14,,
8671,,,"('month', 'old')",14,,
8672,,,"('dont', 'much')",14,,
8673,,,"('go', 'also')",14,,
8674,,,"('check', 'asked')",14,,
8675,,,"('crispy', 'duck')",14,,
8676,,,"('couldnt', 'order')",14,,
8677,,,"('order', '4')",14,,
8678,,,"('asked', 'two')",14,,
8679,,,"('super', 'dry')",14,,
8680,,,"('even', 'bring')",14,,
8681,,,"('came', 'really')",14,,
8682,,,"('rest', 'experience')",14,,
