"","business_id","text","topi"
"923","oiFw8lJrYUZ4zrffWwWiBg","Not great. Annoying stares the entire time. Very rushy waitresses. Sushi guys nice tho!",2
"924","yxLoc4VZMkD3AeoddRl8Ww","Sweet potato roll is delicious, I come here",1
"925","yxLoc4VZMkD3AeoddRl8Ww","Pan seared salmon salad did not disappoint. For $7.95, you get a generous portion consisting of salmon(of course), avocado, cucumber, lettuce, spinach and cherry tomato. Healthy lunch option for sure!",2
"926","rh6O8NtKJUhqZ0G2Pkpj2Q","Um lugar bem simples, local, de comida mediana! Nada me impressionou!",1
"927","rh6O8NtKJUhqZ0G2Pkpj2Q","Pork ramen is AMAZING (perhaps best ramen in SB). Such flavorful & tender pieces of pork + huge serving!",2
"928","m6Q6z3SAkXVdidNqiKmBrQ","No wifi for guests...really? With these prices you'd think...but, the sushi is pretty good. They are ""gluten friendly"" with several options AND gf soy sauce. Eel sauce on my unagi? NOPE. #WheatIsEverywhere",1
"929","m6Q6z3SAkXVdidNqiKmBrQ","While our food was good, our bartender was absolutely terrible. She punched in our entire food order into the computer...then asked a minute later if we were just having cocktails? She also brought half our order to the wrong people across the bar...and we weren't the only ones irritated. She should not be bartending.",2
"930","YMOCOlONOae4zaiKImTnTQ","BEST Sushi and AYCE (all you can eat) sushi all around!  Excellent food, great friendly chefs, and best service by Corey!  

Highly recommend the AYCE $24 for adults and only $13 for kids.  Unlike other places, Reef's AYCE includes appetizers and dessert!  

Great food, great service by Corey and wonderful friendly chefs... Yay, I'm a fan!",1
"931","YMOCOlONOae4zaiKImTnTQ","Stay away! 

The restaurant was empty at 5pm. They wouldn't let 2 of us sit at a 4 top table (with all tables empty) near the window. They were very rude about it and through the whole meal not one person sat at the many 4 tops near a window. The sushi is mediocre and over priced. Our waitress was very rude and abrasive. I've felt like I was in prison when I was told not to share food and watched every second. Go anywhere else.",2
"932","I7GoKXrd_k5_ObTWWgkWDQ","Fresh Red Clam! Nice place eat sushi! Definitely will  revisit next time",1
"933","I7GoKXrd_k5_ObTWWgkWDQ","Best sushi all you can eat. High recommended, probably the best Salomon I had.",2
"934","qmJR2qGwuK-q_05gY2qu9A","Super fast and fresh. Sushi Boss Virgin and loved it!!!",1
"935","qmJR2qGwuK-q_05gY2qu9A","Low Sodium SS mixed with two scoops of wasabi, The only way to go!",2
"936","OeL51BtqHdORVqqjNT4YNw","Love it here. Great beach poke, always made super quick. Very fresh!",1
"937","OeL51BtqHdORVqqjNT4YNw","Pete never fails.  Great food, friendly staff and clean facilities!",2
"938","uPaVoR6XHk12KT9KTr1WFw","Really great dim sum and nice atmosphere outside.",1
"939","uPaVoR6XHk12KT9KTr1WFw","The worst Chinese food I have ever eaten, and service.",2
"940","oxjwqehuaSp19X0VGjXB0Q","Bring your appetite, the lunch buffet is only $10. Delicious!",1
"941","oxjwqehuaSp19X0VGjXB0Q","Burger Kill. YAY! Tonight July 10th Terrapin Beer Co. Will BE HERE 5-9pm GIVE AWAY!Come on Down:-)",2
"942","H4q5yRg4jQUD0bwIJIXUGg","Good for a drink.",1
"943","H4q5yRg4jQUD0bwIJIXUGg","Power jacks under the bar and on the front bar. Best place to power up.",2
"944","YC2-wHqRqgoSTbVGOl3Gkw","New buffet with Asian and American food.",1
"945","YC2-wHqRqgoSTbVGOl3Gkw","Large groups are handled with ease. The staff was very courteous and lots of smiles as they greeted and seated us. Then off to the food islands we scampered.",2
"946","I-23nT_0H9lEW8qFHLQ1pA","Excellent food. Great service. Conveniently located near the French quarter",1
"947","I-23nT_0H9lEW8qFHLQ1pA","Great sushi & fried rice, super friendly server! Also serving food til 10.30p",2
"948","31uu55dhOGzPHAJslZp7uA","Read my new review! This place has really turned it around!!! Would definitely recommend to people!",1
"949","31uu55dhOGzPHAJslZp7uA","Beware: raw chicken",2
"950","DW9rgqWWzidDLIazmTjthw","This place is very consistent. Food is always pretty fresh.",1
"951","DW9rgqWWzidDLIazmTjthw","Average food, good service, lots of families here.",2
"952","aCIEDF2W4nRpL7fTk3njtw","My go to hibachi grill. A family favorite!",1
"953","aCIEDF2W4nRpL7fTk3njtw","The sushi is ok. I think the rolls are a little skimpy compared to other places. I only come back because its close to my work.",2
"954","A5sXEcVHYnmNDs0bwb7u-w","Exelent .. amazing food",1
"955","A5sXEcVHYnmNDs0bwb7u-w","Such nice people, best sushi and super affordable",2
"956","612K4E9aazB1bix9HAyhMw","Ms Perfect Roll is perfect! Go getcha some!",1
"957","612K4E9aazB1bix9HAyhMw","Happy hour Thursday to Sunday from 3-6. Deals on rolls and apps!",2
"958","O0HHXvNqdsX89rE2gmU1tQ","Very fresh and quality food for great price. Would definitely go again!",1
"959","O0HHXvNqdsX89rE2gmU1tQ","One of my favorite quick lunch or dinner spots. Great food!",2
"960","ymvcFCWLCitr2AQoA4gV-g","Avoid the fried curry cauliflower balls or squid if you don't like intense flavors of either.",1
"961","ymvcFCWLCitr2AQoA4gV-g","The manager was very unprofessional. I simply asked for a new drink since mine had something foreign floating in it, she then gave me attitude as if I had put it there.. To top it all of she refused to take it off my bill. The food was actually decent but I wouldn't go back honestly the service was that bad.. P.s. They are no longer open for lunch, maybe the sales are not up to par",2
"962","aokmHGeXF6Q41Q5h7aU53Q","Everything is fresh and fit for a king. The Volcano Roll is prepared hot and served on a shell. The Katana Roll is  cooked to a crunchy perfection.",1
"963","aokmHGeXF6Q41Q5h7aU53Q","Call ahead of time if you don't know where it is already!! GPS gets confused with the street names or something. Owners are aware of the problem and more than happy to help!",2
"964","BCBqZt5BKLnLhzzepnEvHw","Looove this place,usually  do take out at least once a week usually get the california roll,philly,avacado, and or salmon rolls deliscious always fresh! Spring rolls are great as well as the shrimp scallops and steak combo.hibachi meal yummy! U must try. ..beautiful clean place also.",1
"965","BCBqZt5BKLnLhzzepnEvHw","Ask for the ""All You Can Eat"" menu, but beware of ordering too much and not being able to finish it. They might charge you extra for leaving food on your plate(s). Everything on the menu is delicious!",2
"966","JXucCTkmYXql9C8HGPbG4Q","Best advice I can give is for you turn around and go somewhere else.  Wait time is horrible and the Thai food is disgusting.  

Get the sushi but be prepared to wait for it.",1
"967","JXucCTkmYXql9C8HGPbG4Q","Some of these reviews are for the other Koi based on the pictures. So some of the reviews are not for the EAST Nashville Koi. Pls make sure your on the right page before review. Please and thank you.",2
"968","yE9JBfdRUlDsKaAIn0yOAA","they'll be closed Sep 21 - Oct 20 for remodel. the map on yelp is incorrect, but the address is right. it wouldn't let me check in!",1
"969","yE9JBfdRUlDsKaAIn0yOAA","Must try 
1- crab salad
2-crab nigiri sushi
 
If you like noodles their yakisoba is great I always have it with shrimp. 
Ive been there many times and this is my order every time I go, 

Dynamite rolls is very good, keep it in mind",2
"970","aRyP578y47vwJ4KFIicjCw","Lunch Combo B is a sweet deal!  2 rolls, 2pcs sashimi or sushi and a soup or salad.  $9.95",1
"971","aRyP578y47vwJ4KFIicjCw","3 hand roll special is now $11.95! Still a great deal for a sushi fix",2
"972","ZzzJ2jAPFJQGehBKcrZCYQ","If you are a sea urchin-o-phile, don't forget to ask and let them know you love it. They'll keep you in mind.",1
"973","ZzzJ2jAPFJQGehBKcrZCYQ","Easy to miss! Small inside but outdoor seating available",2
"974","bqLtBdYhS-Rw1QNEHCiQZw","Make reservations.  Even on a random weekday (Tuesday tonight ... and with major construction next door) they are extremely busy.  Don't forget to consider takeout too.  We regularly order both Chinese and sushi to go. Enjoy.",1
"975","bqLtBdYhS-Rw1QNEHCiQZw","I like that when you go to Asuka, Kim, Vicky & Gary know you by name and always go out of there way to acknowledge you & chat.  Their food is delicious & the service is great!",2
"976","B9zn3chR6q3yhE8-_sr18g","Great food! Cheap prices for lunch dinner is a bit more pricey but the quality is fantastic!",1
"977","B9zn3chR6q3yhE8-_sr18g","LOVE this place! The owner is just darling, servers are so nice and food is awesome. I always get the coconut rolls to start and a sushi roll. Pad Thai is the best in the area.",2
"978","rM6bpwEQ8ybn3npCnFfY4w","I love the sweet potato and veggies sushi. Perfect vegan options.",1
"979","rM6bpwEQ8ybn3npCnFfY4w","salmon lovers is good appetizer",2
"980","O-ceM1MY4N3bJZif4REVtA","If you love cilantro, this is NOT the place for you. They don't have cilantro on the premise.",1
"981","O-ceM1MY4N3bJZif4REVtA","Decent but not real good.  Poor parking, fair service",2
"982","VJ4Z1gN_gWK2IFQ3Id8Z2w","It is OK to politely shout for your waiters attention in Japanese culture",1
"983","VJ4Z1gN_gWK2IFQ3Id8Z2w","Best sushi in south Tucson for a great price!",2
"984","KQgCflC8eqJU5kvJkByXzw","Service was GREAT! They really wanted to make sure you felt welcomed and were enjoying yourself. I love that you're able to customize your bowls too!",1
"985","KQgCflC8eqJU5kvJkByXzw","They'll charge you extra $1 for a side of spicy mayo",2
"986","9d0gEJEMVjy8UVlDg-yylw","Here with Darcy and Remington, eating Ashley's yummy shushi!",1
"987","9d0gEJEMVjy8UVlDg-yylw","Nice out of way place.  Very limited menu",2
"988","5JjZQr91HqTGUhpdHaV8tg","So... The Spot!  Very Cute Decor & 50's music playing softly... Truly calming atmosphere...  Ordered #2 box, & spicy conch roll. Felicia got the Spider roll...Don't forget to look at the board... Before Ordering :( #failed",1
"989","5JjZQr91HqTGUhpdHaV8tg","Every once in a while you find a gem hidden in a Tampa Bay strip mall.  This ain't one.  Totally processed broth, pop music on the radio and Pawn Shop Pickers on the TV added up to a disappointing experience.",2
"990","eJ3AhJ9xHOme-zD7Gr0LQw","Excellent atmosphere good food and service. Will be back. Great add for east Indy.",1
"991","eJ3AhJ9xHOme-zD7Gr0LQw","The beef/steak bento box is a lot of food for the money. Compares favorably to those hipster douchebag places on the East Coast for $40! Good value here!",2
"992","U_eTZFGsWryIrD1dM1P3Rw","This place needs more love!!! Great food. The Malaysian food is amazing.",1
"993","U_eTZFGsWryIrD1dM1P3Rw","Delicious food. Would highly recommend.",2
"994","Kql3-jTrHFwOHdnFEcmutg","The people are nice but make sure the waitress writes down your order and if you want you can get the egg roll instead of miso soup you just have to ask.",1
"995","Kql3-jTrHFwOHdnFEcmutg","Can't find it? Look for big ""Asian Bistro"" sign. No signage saying ""Ichiban Sushi.""",2
"996","Tdri3C3E2A93twBL3QKvaQ","My fave rolls: baked salmon roll, zen tempura roll, red dragon roll and an extra noodle salad ( given complimentary but I always order more). Hana special roll is also epic but huge!",1
"997","Tdri3C3E2A93twBL3QKvaQ","Second time I've had a terrible experienceI called my order in on the way home from work. told it would be 30 minutes. I ran into winn dixie,then zen.Not only was it 50 minutes but they forgot the noodle salad I ordered for 2 hungry children. All they did when I called was offer to take the noodle salad off.
Last visit,we tried to modify rolls for my vegan boyfriend.like leaving a dairy based sauce off,we were told that wasn't allowed. First Japanese restaurant I've EVER been to with this policy",2
"998","yFxxhrdtDfmNF4xcXeem8A","Referring to Jack W's review... don't order HH drinks if ure not at the bar... HH prices apply only at the bar.. and i dont think its mentioned anywhere on the menu.",1
"999","yFxxhrdtDfmNF4xcXeem8A","U2 sake is a good sweet sake! Funaguchi is good if ure looking for a slightly sweet, not-dry sake.",2
"1000","9pr6rI87hZTCIAnFGNnvzQ","These little yummies have a waffle exterior and red bean paste interior. Free to sample. 3 for $1.00.",1
"1001","9pr6rI87hZTCIAnFGNnvzQ","This is my favorite place to study on weekdays or weekend mornings. It's never crowded and the wifi is great (I can watch class lectures online with no buffering time). Also, the entrance is downstairs! I always see confused people trying to find the entrance when I sit near the windows.",2
"1002","y3qnicZgcv9gMseetyzbFQ","We had the lunch buffet, the selections were average, just like any buffet in Tucson, nothing special.  Beware!  You might lose your appetite if you have to use the restrooms, just nasty. We will not be returing.  Although, the pond was the highlight of our lunch.",1
"1003","y3qnicZgcv9gMseetyzbFQ","This time I had pick all raw food from the buffet and I had someone to cook them for me! It was soooooooooooo fresh and delicious!!!!!!!! I had a coupon for 15 percent off!  Worth the meal!",2
"1004","FqOCC8Y9xryaX7sIBJcrxA","Today I enjoyed the best cut and freshest variety of sushi in my life, by far!  The miso soup accompanying my tuna and salmon combo was also AMAZING!  Fast service.  Delightful",1
"1005","FqOCC8Y9xryaX7sIBJcrxA","So maybe I'm bringing my NYC health code standards to Philly, but I was a bit grossed out watching them behind the counter. One guy was mixing the salmon and sauce to make spicy salmon. He scooped it using his hand (which had a glove) but his other hand didn't have a glove. Some of the salmon got on his thumb & he just scooped it off his thumb and put it into the bowl. That's... A huge health code violation in NY to take raw food that is SERVED RAW from your bare hand and serve it to customers.",2
"1006","sGJSVMcJ9mN8tyJoUXxezw","Delicious Chinese pork & cabbage eggeoll,
Rock & Roll!",1
"1007","sGJSVMcJ9mN8tyJoUXxezw","Waiting and hoping that this amazing, authentic, restaurant reopens. Such a gem.",2
"1008","03sqfUjXdEtZCUxVFxXntQ","They screwed up our order by forgetting a roll and serving me the char-grilled pork instead of the lemongrass chicken. However, the food was so good. Sara had the char-grilled shrimp rice vermicelli and she loved it. Overall great place. Would definitely eat here again.",1
"1009","03sqfUjXdEtZCUxVFxXntQ","Great food... The service is awful and they are soooo rude. We will never be back! They just drop the menus off at your table without even saying hi... Anything! I watched a server then be extremely rude to another client!!!  After witnessing the behavior we got up and left. We went to pho orchid..",2
"1010","Vf4GVOwIagZq3xBdQJxZwA","Don't be afraid to customize your roll the way you like it!! They can handle it! Also ask for a honalulu or fruity delicious roll!! Mmmm",1
"1011","Vf4GVOwIagZq3xBdQJxZwA","Place is closed! They were the only place providing the closest to authentic sushi in town. I had been coming here over 20 years. Now I have to settle with American ""sushi"".",2
"1012","m_Iy6WdVWiJ-wLbGIBc8Rw","The yummy salmon roll is awesome!",1
"1013","m_Iy6WdVWiJ-wLbGIBc8Rw","Great lunch spot! Awesome sushi, comes with soup and salad for lunch.",2
"1014","HpLIHgoz3XPTyol5tKKb_w","Don't get sushi here, it wasn't so good. Had no smoked salmon, sushi was to cold to enjoy the flavor, their so called king crab roll hardly had any crab, and I think it was imitation anyway... For $11! I went here for Valentines day, only good thing was rock hard shrimp, and ice cream Tempura",1
"1015","HpLIHgoz3XPTyol5tKKb_w","Hibachi is great . The place is divided into 3 little areas. There's the really chic romantic restaurant, bar area which is where I usually sit ...lol (offers Tv's to watch the games it wasn't because of the alcohol) and the hibachi side which seems to always be crowed . Oh and kids eat free on Tuesday I believe",2
"1016","5Y2lmM-e6foq2fhM4oRvtg","Never again!!! I can't eat at a buffet where there are baby roaches crawling all over the buffet ! Blich!!!",1
"1017","5Y2lmM-e6foq2fhM4oRvtg","Great choice of boiled seafood on Friday night.",2
"1018","vFgzmodxwEEtiPfktfe1Dw","Taro frozen yogurt! Add tapioca pearls and its like a frozen Taro bubble tea.",1
"1019","vFgzmodxwEEtiPfktfe1Dw","Spicy tuna and eel don rice bowls!!!!! Forever craving and finally found a spot in Tampa!!! Fro yo as well. Will be here every week.",2
"1020","13HH552okR9DsjANReVeFQ","Much unwow. So regular. Everything here is OK nothing spectacular for how overpriced it was! I had high hopes for this place but it was way overhyped. The ambience is nice but you can get the same quality and way more food down the road at Minado which is a gourmet seafood buffet and that's my go to if I'm in Norristown! The only thing I really enjoyed was probably the sashimi in the martini, I think it's called a sundae.",1
"1021","13HH552okR9DsjANReVeFQ","Sushi always good but new place has brusque, skimpy service. It's a factory now and sadly, it shows. The owner is a touch obnoxious as well..telling my wife and I (when we inquired about the fish he was preparing) that it was for ""special"" customer. Jerk.",2
"1022","VGsPfL7qGIiqG4ucOUbdaQ","Delicious and fresh sushi every time! Small place - great to swing in when downtown!",1
"1023","VGsPfL7qGIiqG4ucOUbdaQ","We had lunch here the other day! I absolutely love that the fish is always fresh and never frozen! Says a lot to me!",2
"1024","KBUrZtRmVEm2-N4t9hsnbw","Good food, great value, fast service ordering take out or eating in!",1
"1025","KBUrZtRmVEm2-N4t9hsnbw","This place is great!! Finally found good Yakisoba  definitely recommend eating here!",2
"1026","M9yGovzfImwcj31b7BztYQ","Must try: *JJ Roll* Spicy Tuna* Enasis* Red Roll* I Don't Know roll* Volcano* Dynamite* Nashville* Country Koko* Yum2 roll* I'm hungry roll* Hana* Crab n Cream Cheese* Yellow Roll*.       *Seafood Champong* Spicy Miso Ramen* Hiyashi Chuka*. * Bulgogi Bento *Galbi Bento* *Ice Cream Mochi Coffee* *Onigiri Sake*",1
"1027","M9yGovzfImwcj31b7BztYQ","Lunch special: 2 rolls for $6.99 or 3 for $9.99 includes soup and salad from 11am-3pm",2
"1028","K35N3iCyY8bWbmYlcZHFOg","Pad tai wasn't paid tai. The best thing about this place was our very nice server.",1
"1029","K35N3iCyY8bWbmYlcZHFOg","Excellent sushi and sashimi. Lunch prices are cheap and dinner is reasonable.",2
"1030","rV8OE1EeyJiLmBApu9wnGw","This place is freakin awesome... Small quaint and really really good sushi... I like how meticulous they are about presentation... Five stars !",1
"1031","rV8OE1EeyJiLmBApu9wnGw","Fresh fish, good service.  Kind of a hole in the wall.  Nothing phenomenal.",2
"1032","15wZXW7U8zDZdbPy95m_Jg","NO LIQUOR LICENSE here, so don't expect to get any sake or beer here anytime soon!",1
"1033","15wZXW7U8zDZdbPy95m_Jg","Fresh salmon! Absolutely recommend to everyone!",2
"1034","jmxU6DUjVaSbxxXoA28VWg","Get the Double Bang Salad!",1
"1035","jmxU6DUjVaSbxxXoA28VWg","Amazing sushi and excellent service! We will be back (quite often!)",2
"1036","-WY14B9U3ys08E9PwKOB8g","Was my first visit on Sat, Oct 6. Pleasant place in a nondescript strip mall that was easy to find. Buddy and I were the only people there at 2pm but the staff who took care of us said business is good. Ordered the Salmon Platter and enjoyed it thoroughly. Fish was fresh!",1
"1037","-WY14B9U3ys08E9PwKOB8g","Very good sushi, staff is very friendly and quick to serve and check in with you. Portions are good but the price is slightly higher than I like to typically pay but it's not overly expensive. 
The only real complaint is the spicy sauce they use on some rolls is not spicy at all, so you need to add more wasabi but this is might only be issue today and not common problem.  Only a regular visitor would know. 
In the end I'd recommend coming here and would gladly visit again when I'm in the area.",2
"1038","mdlWkVgVv7Tgn3OlZGUxIQ","Food is delicious! Beautifully prepared, and served fast!",1
"1039","mdlWkVgVv7Tgn3OlZGUxIQ","Great speciality rolls!!! Fresh sushi.",2
"1040","Fzrpwup-gVia-806_ozFkQ","They keep their hot sake in hot water.",1
"1041","Fzrpwup-gVia-806_ozFkQ","Wanted to try the XO green beans and the person on the phone seemed confused. So as of Falll 2017, no more Chinese style green beans.",2
"1042","0Ixwu5ukFhC5WU7viCf_6w","Got the spicy chicken ramen. Broth was delicious though chicken was a bit dry",1
"1043","0Ixwu5ukFhC5WU7viCf_6w","Not bad... when you need a ramen fix on a cold day... this will do. For now.",2
"1044","Wt3NAVSLT5KXFR7uQF0HbA","Delicious!!!! I loved the happy hour",1
"1045","Wt3NAVSLT5KXFR7uQF0HbA","Sushi was awesome! Atmosphere was elegant and classy. Karaoke was fun too!",2
"1046","wDdtwWo-TxHifDoMGx5Wdw","I highly recommend the LA Roll which is basically a fried California Roll",1
"1047","wDdtwWo-TxHifDoMGx5Wdw","Good spot for fresh sushi!!
Not much atmosphere but the fish is fresh and the owner is hands on!!",2
"1048","jnNEkOCTFHyLB37HAzM1iQ","don't be deceived like I was... $1 sushi Wednesday is for a piece or a slice of sushi... Not a whole roll.  It was still good, but next time I'm just getting the lunch special",1
"1049","jnNEkOCTFHyLB37HAzM1iQ","Food is great don't go weds mo matter what long wait and dollar sushi is limited to boring rolls.

I love the never say never roll.  The place is also has really good pho.  The people are great and this is one of the first quality sushi places in St pete.  Give it a try and enjoy this special place",2
"1050","A6svWXAKjhWVzkZk5JFRqQ","This place is like crack, after you partake, you feel guilty, sick and broke... but you keep coming back for more.",1
"1051","A6svWXAKjhWVzkZk5JFRqQ","Do yourself a favor and sit at the bar top... if you have to sit at a table make sure your not in a hurry.  The sushi and food is good but the waitresses aren't very fast or attentive. Just an fyi!",2
"1052","tfBfrVrZwX6OlB_oZqkwkg","Sushi is super fresh, service is top notch ask for Quinn! A great experience if your a sushi lover don't delay!",1
"1053","tfBfrVrZwX6OlB_oZqkwkg","Don't bother stoping in just continue to sushi alive. Unless after 230 then this would be the only option for sushi. I mean expensive sushi.",2
"1054","v2tctxDffyuHiNGSfb4Umw","I absolutely live this place. Fab sushi. Drop dead gorgeous presentation. Creative blends of ingredients. Stunning decor. The owner is obviously very proud if his restaurant and every detail is fine tuned. 10 out of 10!",1
"1055","v2tctxDffyuHiNGSfb4Umw","Wow! This place looks awesome. The decor rocks! Food was spot on. And the manager(possibly the owner) was personable friendly and very thankful for our business. Service was outstanding! 6 stars if I could! Kudos!",2
"1056","lB0QRhfNQQI0-Znf7hkBXA","We've eaten there 3 times and love the Volcano roll.  Very friendly staff and will do special requests if there's something in a roll you don't like.",1
"1057","lB0QRhfNQQI0-Znf7hkBXA","Great lunch special deals, 2or3 rolls with soup or salad and drink for $9.95/$13.00. Dinner happy hours 5:00pm--7:30pm, all special rolls and drinks are 15% off. Amazing fresh taste sushi and amazing price too.",2
"1058","3HkwNe9sUb3fxSEKrbwucQ","Wonderful service! Get the Mistake Roll and the Kiss of Fire. The sauce makes the difference. Management was friendly. Great atmosphere for a date. Thank you, Wasabi!",1
"1059","3HkwNe9sUb3fxSEKrbwucQ","Save yourself $50-walk over to marsh-get a plastic container of fake maki rolls, 6 pack of Sapporo for $15. AND you won't have the owner insult you by asking you what country you're from.",2
"1060","wB3kLruvx91OJeXKXiSxEA","Best teriaki chicken EVER!!! Delicious tofu appetizer and sticky rice and great prices. Looks sketchy on the outside but is very good place!!!",1
"1061","wB3kLruvx91OJeXKXiSxEA","Enjoying sushi with my wife and daughters Michelle and Sarah. Wish Julie, Christi and Charlene were here too! Easter sushi? Why not!",2
"1062","gaQNZB18M2qG6g40oj6-8w","If you're trying Thai curry for your 1st time, I recommend ""pa-nang"". It's a popular kind and for good reason!",1
"1063","gaQNZB18M2qG6g40oj6-8w","Lunch specials rock. Awesome price for some really awesome food!",2
"1064","OTwwIvLkrS0zc8f1lNRstw","A (great) sushi place that also serves my favorite iced coffee in the neighborhood. The staff are wonderfully warm and friendly.",1
"1065","OTwwIvLkrS0zc8f1lNRstw","Great sushi for a great price with super friendly service.  The mermaid role and orchid were fantastic, great tuna in the orchid and the app.  We did notice they serve crabstick, just an FYI.",2
"1066","3hjqPKtLvEtcOxaUHkz_RA","Habachi table is lots of fun and lots of food, come with a group of 8",1
"1067","3hjqPKtLvEtcOxaUHkz_RA","Best hibachi and sushi in the area! Great customer service and always a good time!",2
"1068","_V3YkIkqAn4V6U-cAykVtw","Massamun curry native Thai isn't very hot.  Could of kicked it up a few notches for the real deal.  Flavor is ok.  Not best in Nashville but better than Brentwood options for Thai.",1
"1069","_V3YkIkqAn4V6U-cAykVtw","1st time ordering pick up. So far not good experience with person taking order. Usually they are nice when we go in & sit to eat.

I love this place but if they mess up order, not going back.",2
"1070","IIC_gGdLTSCbRMtKzg1-ZQ","No Sapporo.  Weird sushi roll menu.  Sloppy.  Slow.  Not worth it.",1
"1071","IIC_gGdLTSCbRMtKzg1-ZQ","You've gotta try ""THE REAL CHOI ROLL"".",2
"1072","RtHhQ7eSfF3SkuwjM9pnUw","The sushi was delicious and the waitstaff went above and beyond.",1
"1073","RtHhQ7eSfF3SkuwjM9pnUw","Always amazing. Staff is polite and can't beat the quality of sushi here.",2
"1074","vP6BGF8IqbXlLQiDP5n6dA","This is my new favorite sushi place. Besides the standard salmon avocado and spicy tuna rolls,  they make unreal special rolls.  I've tried their New island spicy roll, Japanese relief roll, and their Tuna dumplings (fresh tuna stuffed with crab) !! Truly the best sushi I've had in forever (and I've lived in Boston and NYC!)",1
"1075","vP6BGF8IqbXlLQiDP5n6dA","Came here for hibachi and the food was delicious and saucy. The fried rice was very good but my medium angus beef was kind of tough.. made me think it was frozen meat.",2
"1076","O-6k7VRRnwxwve_Zyb-a1g","Bento box lunch special is really tasty and a great deal!",1
"1077","O-6k7VRRnwxwve_Zyb-a1g","Clean and friendly the sushi was fresh and original!!",2
"1078","EVr8s6BwmJaD135cBJgoVA","Happy Hour is from 4-6:30p (M-F) and 11-6:30p (Weekends).",1
"1079","EVr8s6BwmJaD135cBJgoVA","Nicely executed pan ASIAN cuisine with a separate vegetarian/vegan menu!",2
"1080","nK-A9HxpbzF13UngvGsO1w","Spamps is a great go to spot for friendly faces, great bogo sushi night, and the spiked water ice during the summer was a great refresher after a long week.  I recently attended a bridal shower there as well.  It was a great event, food was good, they kept the Buffett filled, and the staff was attentive.  I would consider hosting an event at spamps myself someday!",1
"1081","nK-A9HxpbzF13UngvGsO1w","Tues. 5 dolla glasses of vino. Buy one get one sushi. Do u trust a Mexican to make ur sushi? Try it u xenophobe!!",2
"1082","EXYbKA1tocvOK_1tXxZXLA","Don't go for dinner. They close at 6. Really Yvonne L? Negative stars for a restaurant where you you didn't and never intended to eat?",1
"1083","EXYbKA1tocvOK_1tXxZXLA","Tolles Sushi direkt am Hafen. Große Auswahl, gute Preise, und echt lecker.",2
"1084","0vOOrWqn-7HlyVIqUT_8JA","If it's the least bit busy, don't go hungry. We found the kitchen was slow in getting out both apps and mains. Though. We did enjoy our meal after being served.",1
"1085","0vOOrWqn-7HlyVIqUT_8JA","Sign up and receive emails for daily 1/2 price specials. Today is New York Strip!",2
"1086","BnprLJ4Lr33--YjTmgk9Zg","Don't forget your booze or the bar next door's gonna roll you for about $16 for a six pack & they can't sell you a bottle of wine.  The package store across the street only sells by the case",1
"1087","BnprLJ4Lr33--YjTmgk9Zg","Make sure they cut it fresh and don't pull it out of the back!",2
"1088","AUBQPQ8wftMBbP2Q3Lbn0w","My favorite happy hour in town! You can't beat the price or the deliciousness. A squid salad, a roll, and a sake bomb make for a great evening!",1
"1089","AUBQPQ8wftMBbP2Q3Lbn0w","Be ready to bus your own table, grab your own menus, get your own silverware, get your own refills, go to chefs directly since your server went missing and never get an apology",2
"1090","kghdH11lSymYhvAsvljGKw","Holiday withy fireworks. Place is packed. Long line. Slow service. It's expected. Definitely a tacky host who accepts tips aka bribes to be seated faster. No class. No class.",1
"1091","kghdH11lSymYhvAsvljGKw","Unless the Grim Reaper is waiting until AFTER you're done with you're meal to take you, don't eat here as the service from the sushi bar is glacial, at best.",2
"1092","8Qktd0sf3o9EpTCWQLa1Kw","The restaurant is set up w/ sushi on one side and hibachi on the other but it's nice that you can get hibachi or sushi on either side. We wanted Hibachi but didn't want to get too hot at the grills .",1
"1093","8Qktd0sf3o9EpTCWQLa1Kw","Awesome food!  This Wed/Thurs....all you can eat sushi (even the specials) for $20 per person!",2
"1094","JhZSOZSX2-8IUym2OlwUXQ","Amazing food and service! Panang curry was the best in Tampa! Would highly recommend",1
"1095","JhZSOZSX2-8IUym2OlwUXQ","Nov 2020: Our server highly recommends the hibachi here; the chef/owner was once a Kobe chef...20 yrs experience in the field",2
"1096","aYHjJJ64whQsxZjx5rUe_w","Miso SPICY soup; get the order split for two...the rice ""tater tots"" that come with it are a treat,the soup is PERFECT for these cold temps!",1
"1097","aYHjJJ64whQsxZjx5rUe_w","The sauce for the gyoza had a very pleasant citrus flavor to it. Also do yourself a favor and order the ""Ra""ckin' shrimp!",2
"1098","RfeNJDEt0AV9gPab9-A17Q","Tons of great sushi options that taste really fresh. Would definitely go back!",1
"1099","RfeNJDEt0AV9gPab9-A17Q","Best sushi, hands down. Love the staff!",2
"1100","RLB-RxkiAcY4pwjTYUzpEA","Very good Sushi entrees. Very pleased with initial visit and will definitely return.",1
"1101","RLB-RxkiAcY4pwjTYUzpEA","Solid spot with great prices. Love the udon bowls.",2
"1102","gkwnDFgN8xnAXK8nquPGHw","Called and inquired (7/13/16) about a free birthday meal. They do not offer one.",1
"1103","gkwnDFgN8xnAXK8nquPGHw","Best sushi in Reno, with Hiroba #2. Location and atmosphere are the only drawbacks.",2
